"Identifier","Organisation_Name","Sub_building_Name","Building_Name","Building_Number","Primary_Thorfare","Alt_Thorfare","Secondary_Thorfare","Locality","Townland","Town","County","Postcode","x_coordinates","y_coordinates"
825936,NA,NA,NA,"24","DROMORE AVENUE",NA,NA,NA,"DROMORE","LIMAVADY","LONDONDERRY","BT499LX",265183,420189
825940,NA,NA,NA,"3","IRWIN AVENUE",NA,NA,NA,"COOLESSAN","LIMAVADY","LONDONDERRY","BT499HF",267269,421721
825941,NA,NA,NA,"36","KILLANE ROAD",NA,NA,NA,"KILLANE","LIMAVADY","LONDONDERRY","BT490DN",267666,423606
825942,NA,NA,NA,"11","TYLER PARK",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490DS",267834,423469
825943,NA,NA,NA,"42","SCROGGY ROAD",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490NA",267847,422809
825944,NA,NA,NA,"81","SHANREAGH PARK",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490SE",268285,422695
825946,NA,NA,NA,"6","GLENSIDE BRAE",NA,NA,NA,"DEER PARK","LIMAVADY","LONDONDERRY","BT490RY",267900,421672
825948,NA,NA,NA,"57","WHISPERING PINES",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490UF",269075,422461
825949,NA,NA,NA,"29","NEWTON ROAD",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490UD",268568,422719
825952,NA,NA,NA,"45","ROEVIEW PARK",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499BQ",267022,422317
825953,NA,NA,NA,"9","ROE PARK COURT",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499RP",267027,422613
825954,NA,NA,NA,"16","BALLYAVELIN ROAD",NA,NA,NA,"ARDGARVAN","LIMAVADY","LONDONDERRY","BT490NE",268760,420160
825955,NA,NA,NA,"5","DAIRYVALE",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490DZ",268764,422267
825956,NA,NA,NA,"2","ANDERSON CRESCENT",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490SY",268566,422090
825960,NA,NA,NA,"30","WOODLAND WALK",NA,NA,NA,"COOLESSAN","LIMAVADY","LONDONDERRY","BT499EP",267524,421700
825961,NA,NA,NA,"7","GLENMILL PARK",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490RS",267648,421981
825962,NA,NA,NA,"17","MEADOWVALE PARK",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490NU",268048,422029
825963,NA,NA,NA,"40","NEWTON ROAD",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490UD",268691,422691
825964,NA,NA,NA,"26","ALEXANDER ROAD",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490BW",267384,423311
825965,NA,"FLAT 20","BENEVENAGH FOLD","102","CONNELL STREET",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490EF",267390,422968
825967,NA,NA,NA,"35","ARDGARVAN COTTAGES",NA,NA,NA,"ARDGARVAN","LIMAVADY","LONDONDERRY","BT490NF",268595,420124
825968,NA,NA,NA,"142","RINGSEND ROAD",NA,NA,NA,"DRUMRAMER","LIMAVADY","LONDONDERRY","BT490QN",274901,423478
825973,NA,NA,NA,"25","ROSE PARK",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490BF",268713,421646
825985,NA,NA,NA,"21","CASTLE PARK",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490SW",268470,423059
825986,NA,NA,NA,"33","ROSSEDEN PARK",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490PQ",268902,422100
825987,NA,NA,NA,"44","DRUMSURN ROAD",NA,NA,NA,"DRUMMOND","LIMAVADY","LONDONDERRY","BT490PD",269641,422747
826029,NA,NA,NA,"95","MOUNT EDEN",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490TN",268533,421798
826240,NA,NA,NA,"219","BALLYQUIN ROAD",NA,NA,NA,"BALLYQUIN","LIMAVADY","LONDONDERRY","BT499HB",269038,416866
826241,NA,NA,NA,"1A","EAST ROAD",NA,NA,NA,"BALLYQUIN","LIMAVADY","LONDONDERRY","BT490NW",269069,417265
826245,NA,NA,NA,"21","KILHOYLE ROAD",NA,NA,NA,"DRUMSURN UPPER","LIMAVADY","LONDONDERRY","BT490PU",273234,416586
826260,NA,NA,NA,"282","DRUMSURN ROAD",NA,NA,NA,"DRUMSURN LOWER","LIMAVADY","LONDONDERRY","BT490PP",272314,416709
826272,NA,NA,NA,"44A","GORTNARNEY ROAD",NA,NA,NA,"CLOGHAN","LIMAVADY","LONDONDERRY","BT490PZ",273271,418324
826789,"FOREST",NA,NA,"7","CONNELL STREET",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT494SD",267216,423186
830699,NA,NA,NA,"10","BEECH ROAD",NA,NA,NA,"DRUMSURN LOWER","LIMAVADY","LONDONDERRY","BT490PR",272013,417208
832259,NA,NA,NA,"4E","GLENVIEW DRIVE",NA,NA,NA,"COOLESSAN","LIMAVADY","LONDONDERRY","BT490RZ",267562,422086
832270,NA,"UNIT 22",NA,"1","AGHANLOO ROAD",NA,NA,"AGHANLOO INDUSTRIAL ESTATE","ARTIKELLY","LIMAVADY","LONDONDERRY","BT490HE",268258,425721
832283,NA,NA,NA,"40A","TARTNAKILLY ROAD",NA,NA,NA,"GLACK","LIMAVADY","LONDONDERRY","BT499NA",262195,418835
832344,NA,NA,NA,"30","DUNCRUN ROAD",NA,NA,NA,"TAMLAGHT (PART OF GLEBE)","LIMAVADY","LONDONDERRY","BT490JD",267588,431400
832345,NA,NA,NA,"300","SEACOAST ROAD",NA,NA,NA,"DRUMNAHAY","LIMAVADY","LONDONDERRY","BT490JY",266784,431264
832676,NA,NA,NA,"25A","CATHERINE STREET",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499DA",267054,423051
832741,"LIMAVADY REFORMED PRESBYTERIAN CH",NA,NA,"5","GREYSTONE ROAD",NA,NA,NA,"COOLESSAN","LIMAVADY","LONDONDERRY","BT490ND",267608,422391
832742,NA,NA,NA,"45","PLANTATION VIEW",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490UX",268788,423136
833055,NA,NA,"WATER TREATMENT WORKS",NA,"CARROWCLARE ROAD",NA,NA,NA,"CARROWCLARE","LIMAVADY","LONDONDERRY","BT499EB",263516,426918
833338,NA,NA,NA,"45","TULLY ROAD",NA,NA,NA,"TULLY","LIMAVADY","LONDONDERRY","BT499HW",264491,422116
833376,NA,NA,NA,"15","BENONE AVENUE",NA,NA,NA,"BENONE","LIMAVADY","LONDONDERRY","BT490LQ",271461,435717
833461,NA,NA,NA,"21","DRUMACHOSE MEWS",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490UJ",267801,422551
833660,NA,NA,NA,"7","RATHBEG DRIVE",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490BB",267594,422567
833867,NA,NA,NA,"33","RATHMORE ROAD",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490DF",267974,423375
833889,NA,NA,NA,"65","GREYSTONE PARK",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490EQ",267592,422441
833894,NA,NA,NA,"37","LAUREL ROAD",NA,NA,NA,"GLACK","LIMAVADY","LONDONDERRY","BT499NB",262212,418051
834015,NA,NA,NA,"18C","POLLYS BRAE ROAD",NA,NA,NA,"LARGY","LIMAVADY","LONDONDERRY","BT499LL",267130,418155
834246,"SMYTH & MCMURTY",NA,NA,"16","LINENHALL STREET",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490HQ",266974,423054
834374,NA,NA,NA,"77","ALEXANDER ROAD",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490BP",267409,423363
834377,NA,NA,NA,"44","FREEHALL ROAD",NA,NA,NA,"FREEHALL OR MONEYVENNON","LIMAVADY","LONDONDERRY","BT490HU",269646,427344
834451,NA,NA,NA,"17","ENAGH PARK",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490SA",267857,421876
834480,NA,NA,NA,"61A","WHISPERING PINES",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490UF",269051,422443
835313,NA,NA,NA,"67","IRISH GREEN STREET",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499AA",267190,422872
835472,NA,NA,NA,"90","MOUNT EDEN",NA,NA,NA,"CARRAN","LIMAVADY","LONDONDERRY","BT490TS",268651,421627
835505,NA,NA,NA,"1","ROSE GARDENS",NA,NA,NA,"CARRAN","LIMAVADY","LONDONDERRY","BT490TW",268924,421515
835541,NA,NA,NA,"85","ROE MILL GARDENS",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499AT",267148,422161
835593,NA,NA,NA,"28","OUGHTYMOYLE AVENUE",NA,NA,NA,"OUGHTYMOYLE","LIMAVADY","LONDONDERRY","BT490JZ",266895,431725
835615,NA,NA,NA,"5","NEWTON ROAD",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490UD",268560,422874
835643,NA,NA,NA,"13","MOUNT EDEN",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490RP",268621,421895
835872,"MCLAUGHLINS CONCRETE",NA,"CONCRETE WORKS",NA,"CARLARAGH ROAD",NA,NA,NA,"MOYS","LIMAVADY","LONDONDERRY","BT499LF",266165,418699
835937,NA,NA,NA,"138","MEADOWVALE PARK",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490SL",268349,422098
836034,NA,NA,NA,"5","TYLER PARK",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490DS",267896,423489
836088,NA,NA,NA,"7","MAIN STREET",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490EP",266948,423142
836141,NA,NA,NA,"11","THORNDALE",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490ST",268102,421924
836199,NA,NA,NA,"28","KENNAUGHT TERRACE",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499AS",267274,422447
836234,NA,NA,NA,"1","GOLF VIEW GARDENS",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499BF",267012,422591
836308,NA,NA,NA,"24","LILAC AVENUE",NA,NA,NA,"GORTNAMONEY","LIMAVADY","LONDONDERRY","BT490HS",267924,425124
836717,NA,NA,NA,"1","KNOCKANBAAN",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490UL",268615,422860
836891,NA,NA,NA,"18","DRUMMOND MANOR",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490UP",269080,422324
836920,NA,NA,NA,"1","DRUMMOND MANOR",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490UP",268980,422311
836932,NA,NA,NA,"9A","MILL PLACE",NA,NA,NA,"KILLANE","LIMAVADY","LONDONDERRY","BT490BJ",267291,423528
837156,NA,NA,NA,"149","MOUNT EDEN",NA,NA,NA,"CARRAN","LIMAVADY","LONDONDERRY","BT490TT",268479,421610
837629,NA,NA,NA,"87","DOGLEAP ROAD",NA,NA,NA,"ARDGARVAN","LIMAVADY","LONDONDERRY","BT499NN",268145,420508
837633,NA,NA,NA,"57","ALEXANDER ROAD",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490BW",267493,423297
837634,NA,NA,NA,"159","MEADOWVALE PARK",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490SN",268350,421867
837646,NA,NA,NA,"21","WHISPERING PINES",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490UB",269033,422387
837681,NA,NA,NA,"30","CASTLE PARK",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490SB",268407,422977
837682,NA,NA,NA,"124","CASTLE PARK",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490SB",268428,422932
837740,NA,NA,NA,"1","DRUMCEATT PARK",NA,NA,NA,"COOLESSAN","LIMAVADY","LONDONDERRY","BT499HE",267264,421773
837770,NA,NA,NA,"10","SHANREAGH PARK",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490SF",267997,422590
837874,NA,NA,NA,"7","LOMOND PARK",NA,NA,NA,"LOMOND","LIMAVADY","LONDONDERRY","BT499EQ",266178,426055
837875,NA,NA,NA,"22","SCOTCHTOWN ROAD",NA,NA,NA,"BELLARENA","LIMAVADY","LONDONDERRY","BT490JA",266343,430140
837888,NA,NA,NA,"19","LARGY ROAD",NA,NA,NA,"LARGY","LIMAVADY","LONDONDERRY","BT499LH",267736,418607
838983,NA,NA,NA,"28A","MARKET STREET",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490AA",267070,423158
839086,"ANALOGUE + DIGITAL SERVICES","UNIT 4",NA,"1","AGHANLOO ROAD",NA,NA,"AGHANLOO INDUSTRIAL ESTATE","ARTIKELLY","LIMAVADY","LONDONDERRY","BT490HE",268318,425727
839613,NA,NA,NA,"35","SHORE AVENUE",NA,NA,NA,"CARROWCLARE","LIMAVADY","LONDONDERRY","BT499EE",263553,427859
839689,NA,NA,NA,"321","SEACOAST ROAD",NA,NA,NA,"BALLYMULTIMBER","LIMAVADY","LONDONDERRY","BT490LA",267287,431938
839819,NA,NA,NA,"91","POLLYS BRAE ROAD",NA,NA,NA,"MOYS","LIMAVADY","LONDONDERRY","BT499LN",265719,417278
839863,NA,NA,NA,"172C","SEACOAST ROAD",NA,NA,NA,"BALLYHENRY WEST","LIMAVADY","LONDONDERRY","BT499EF",266421,427895
840126,NA,NA,NA,"21","NEWTOWNE SQUARE",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490FL",267014,423158
840127,NA,NA,NA,"46","NEWTOWNE SQUARE",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490FL",267057,423106
840226,NA,NA,NA,"428A","SEACOAST ROAD",NA,NA,NA,"LENAMORE","LIMAVADY","LONDONDERRY","BT490LD",267033,433468
840255,NA,NA,NA,"181","DRUMSURN ROAD",NA,NA,NA,"DRUMAGOSKER","LIMAVADY","LONDONDERRY","BT490PE",271393,419436
840472,NA,NA,NA,"162","CARROWCLARE ROAD",NA,NA,NA,"BALLYMACRAN","LIMAVADY","LONDONDERRY","BT499EB",263754,426588
840515,NA,NA,NA,"227","SEACOAST ROAD",NA,NA,NA,"BALLYHENRY EAST","LIMAVADY","LONDONDERRY","BT499EF",267036,429592
840527,NA,NA,NA,"3","GRANNAGH PARK",NA,NA,NA,"GORTNAMONEY","LIMAVADY","LONDONDERRY","BT490JR",267855,425138
840558,NA,NA,NA,"54","CARROWCLARE ROAD",NA,NA,NA,"CARROWMENAGH","LIMAVADY","LONDONDERRY","BT499EB",264439,428403
840777,NA,NA,NA,"68","SHANREAGH PARK",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490SE",268304,422812
840778,NA,NA,NA,"56","ROE MILL GARDENS",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499AU",267209,422234
840780,NA,NA,NA,"1","SCROGGY PARK",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490DE",267699,423092
840781,NA,NA,NA,"25","BENBRADAGH AVENUE",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490AP",267328,422497
840782,NA,NA,NA,"4","GORTEEN CRESCENT",NA,NA,NA,"COOLESSAN","LIMAVADY","LONDONDERRY","BT499EW",267403,421690
840783,NA,NA,NA,"7","WHITEHILL PARK",NA,NA,NA,"CARRAN","LIMAVADY","LONDONDERRY","BT490QF",268035,421556
840785,NA,NA,NA,"18","GREYSTONE PARK",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490EG",267446,422369
840786,NA,"FLAT 7 (2ND FLOOR)",NA,"14","MAIN STREET",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490EU",266974,423204
840787,NA,NA,NA,"15","THORNDALE",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490ST",268097,421948
840788,NA,NA,NA,"128","HIGHLANDS ROAD",NA,NA,NA,"TARTNAKILLY","LIMAVADY","LONDONDERRY","BT499LY",263338,420879
840790,NA,NA,NA,"24","TYLER ROAD",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490DP",267990,423470
840791,NA,NA,NA,"14","DRUMACHOSE PARK",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490NZ",267999,422316
840794,NA,NA,NA,"6","GLENLEA PARK",NA,NA,NA,"COOLESSAN","LIMAVADY","LONDONDERRY","BT490RR",267706,421777
840795,NA,NA,NA,"18","BELLS HILL",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490DQ",268199,423327
840798,NA,NA,NA,"21","SCROGGY PARK",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490DE",267571,423080
840804,NA,NA,NA,"50","SCROGGY ROAD",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490NA",267866,422744
840805,NA,NA,NA,"8","SCROGGY PARK",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490DE",267664,423146
840806,"HAPPY VILLA",NA,NA,"5","ANDERSON AVENUE",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490TF",268282,422527
840808,NA,NA,NA,"87","IRISH GREEN STREET",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499AA",267198,422822
840809,NA,NA,NA,"43","ENAGH PARK",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490SA",267885,421937
840811,NA,NA,NA,"44","CASTLE PARK",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490SB",268336,423029
840812,NA,NA,NA,"10","BALLYCLOSE STREET",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490BN",267340,423435
840813,NA,NA,NA,"22","IRWIN AVENUE",NA,NA,NA,"COOLESSAN","LIMAVADY","LONDONDERRY","BT499HF",267342,421824
840814,NA,NA,NA,"45","BENBRADAGH AVENUE",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490AP",267348,422439
840821,NA,NA,NA,"18","ROSSNAVANNA",NA,NA,"BOVALLY","BOVALLY","LIMAVADY","LONDONDERRY","BT490TU",268744,422008
840822,NA,NA,NA,"151","MEADOWVALE PARK",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490SN",268346,421918
840824,NA,NA,NA,"36","BENEVENAGH DRIVE",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490AJ",267377,422636
840826,NA,NA,NA,"3","ALEXANDER TERRACE",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490BT",267527,423232
840829,NA,NA,NA,"106","BALLYAVELIN ROAD",NA,NA,NA,"BALLYAVELIN NORTH","LIMAVADY","LONDONDERRY","BT490QB",272290,421733
840830,NA,NA,NA,"14","MCCURRY WALK",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490GD",268586,422460
840831,NA,NA,NA,"34","BENEVENAGH DRIVE",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490AJ",267387,422641
840832,NA,"FLAT 19","BENEVENAGH FOLD","102","CONNELL STREET",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490EF",267390,422968
840833,NA,NA,NA,"12","ROSSEDEN PARK",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490PQ",268915,422022
840835,NA,NA,NA,"43","NEWTON ROAD",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490UD",268621,422681
840837,NA,NA,NA,"173","WHITEHILL PARK",NA,NA,NA,"CARRAN","LIMAVADY","LONDONDERRY","BT490QQ",268430,421471
840838,NA,"FLAT 4",NA,"163-165","IRISH GREEN STREET",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499AR",267295,422406
840839,NA,NA,NA,"154","CASTLE PARK",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490SR",268175,422940
840841,NA,NA,NA,"30","ROSSEDEN PARK",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490PQ",268866,422092
840846,NA,NA,NA,"126","CASTLE PARK",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490SB",268445,422917
840849,NA,NA,NA,"9","BARANAILT ROAD",NA,NA,NA,"SHANREAGH","LIMAVADY","LONDONDERRY","BT499HJ",266203,422484
840850,NA,NA,NA,"31","BARANAILT ROAD",NA,NA,NA,"TAMLAGHT","LIMAVADY","LONDONDERRY","BT499HJ",266253,422090
840851,NA,NA,NA,"65","WOODLAND WALK",NA,NA,NA,"COOLESSAN","LIMAVADY","LONDONDERRY","BT499DQ",267238,421679
840855,NA,NA,NA,"55","ROSSMARA",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490UA",269101,422244
840856,NA,NA,NA,"102","WHISPERING PINES",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490UF",269115,422458
840857,NA,NA,NA,"33","CASTLE PARK",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490SW",268467,423116
840858,"TRUSTEES OF EDENMORE ORANGE HALL",NA,NA,"80","EDENMORE ROAD",NA,NA,NA,"EDENMORE","LIMAVADY","LONDONDERRY","BT490NG",269491,420415
840864,NA,NA,NA,"7","WHISPERING PINES",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490UB",269003,422354
840865,NA,NA,NA,"57","RINGSEND ROAD",NA,NA,NA,"RUSKEY","LIMAVADY","LONDONDERRY","BT490QJ",271221,422542
840877,NA,NA,NA,"14","MOUNT EDEN",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490RP",268675,421841
841048,NA,NA,NA,"5","BROOKFIELD PARK",NA,NA,NA,"LARGY","LIMAVADY","LONDONDERRY","BT499ER",267337,418221
841084,NA,NA,NA,"31","CARRICK AVENUE",NA,NA,NA,"CARRICK","LIMAVADY","LONDONDERRY","BT499NL",268156,417667
841628,"ENAGH",NA,NA,"7","CONNELL STREET",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT494SR",267216,423186
845474,NA,NA,NA,"25","BEECH ROAD",NA,NA,NA,"DRUMSURN LOWER","LIMAVADY","LONDONDERRY","BT490PR",271993,417354
846813,NA,NA,NA,"1","TYBERAN COURT",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490FG",267730,423034
847042,NA,NA,NA,"40","SCOTCHTOWN ROAD",NA,NA,NA,"SCOTCHTOWN","LIMAVADY","LONDONDERRY","BT490JA",265635,430257
847045,NA,NA,NA,"157","SEACOAST ROAD",NA,NA,NA,"CRESSY CRIB","LIMAVADY","LONDONDERRY","BT499EG",266210,427468
847320,NA,"UNIT 7",NA,"1","AGHANLOO ROAD",NA,NA,"AGHANLOO INDUSTRIAL ESTATE","ARTIKELLY","LIMAVADY","LONDONDERRY","BT490HE",268326,425702
847395,"ASHBURN IMAGE",NA,NA,"19B","MAIN STREET",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490EP",267042,423207
847460,"JOHN PAUL FASHIONS",NA,"JOHN PAUL FASHIONS","59","MARKET STREET",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490AB",267057,423208
847913,NA,NA,NA,"22","DANNY BOY PLACE",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490UH",268948,422247
847943,NA,NA,NA,"392A","SEACOAST ROAD",NA,NA,NA,"BALLYSCULLION","LIMAVADY","LONDONDERRY","BT490LA",267140,432720
848036,NA,NA,NA,"106","AGHANLOO ROAD",NA,NA,NA,"SHANVEY","LIMAVADY","LONDONDERRY","BT490HY",267858,428379
848057,"D DAVIS AND SONS LTD","UNIT 2",NA,"1","AGHANLOO ROAD",NA,NA,"AGHANLOO INDUSTRIAL ESTATE","ARTIKELLY","LIMAVADY","LONDONDERRY","BT490HE",268299,425735
848059,NA,NA,NA,"24A","MARKET STREET",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490AA",267077,423145
848275,NA,NA,NA,"32","DRUMRANE ROAD",NA,NA,NA,"MULLAGH","LIMAVADY","LONDONDERRY","BT499LB",266479,421228
848290,NA,NA,NA,"5","ANDERSON PARK",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490RH",268233,422430
848463,NA,NA,NA,"28","EAST ROAD",NA,NA,NA,"BALLYQUIN","LIMAVADY","LONDONDERRY","BT490NW",269557,417459
848503,NA,NA,NA,"253","DRUMSURN ROAD",NA,NA,NA,"DRUMSURN LOWER","LIMAVADY","LONDONDERRY","BT490PG",271817,417243
848505,NA,NA,NA,"25","ANDERSON CRESCENT",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490RQ",268474,422147
848506,NA,NA,NA,"27","ROSSEDEN PARK",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490PQ",268917,422082
848552,NA,NA,NA,"145","SEACOAST ROAD",NA,NA,NA,"CRESSY CRIB","LIMAVADY","LONDONDERRY","BT499EG",266247,427316
848666,NA,NA,NA,"3","GREENVALE",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490HN",268740,421971
848692,NA,NA,NA,"6","ARDGARVAN COTTAGES",NA,NA,NA,"ARDGARVAN","LIMAVADY","LONDONDERRY","BT490NF",268683,420190
848931,NA,NA,NA,"47","AGHANLOO ROAD",NA,NA,NA,"DOWLAND","LIMAVADY","LONDONDERRY","BT490HX",267926,426613
